node_id,name,namespace,external_url
Anatomy::UBERON:0000922,embryo,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0000922
Anatomy::UBERON:0000941,cranial nerve II,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0000941
Anatomy::UBERON:0000946,cardial valve,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0000946
Anatomy::UBERON:0000948,heart,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0000948
Anatomy::UBERON:0000949,endocrine system,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0000949
Anatomy::UBERON:0000955,brain,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0000955
Anatomy::UBERON:0000959,optic chiasma,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0000959
Anatomy::UBERON:0000964,cornea,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0000964
Anatomy::UBERON:0000966,retina,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0000966
Anatomy::UBERON:0000970,eye,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0000970
Anatomy::UBERON:0000974,neck,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0000974
Anatomy::UBERON:0000975,sternum,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0000975
Anatomy::UBERON:0000977,pleura,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0000977
Anatomy::UBERON:0000978,leg,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0000978
Anatomy::UBERON:0000982,skeletal joint,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0000982
Anatomy::UBERON:0000985,axillary vein,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0000985
Anatomy::UBERON:0000988,pons,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0000988
Anatomy::UBERON:0000989,penis,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0000989
Anatomy::UBERON:0000991,gonad,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0000991
Anatomy::UBERON:0000992,female gonad,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0000992
Anatomy::UBERON:0000993,oviduct,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0000993
Anatomy::UBERON:0000995,uterus,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0000995
Anatomy::UBERON:0000996,vagina,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0000996
Anatomy::UBERON:0000997,mammalian vulva,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0000997
Anatomy::UBERON:0000998,seminal vesicle,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0000998
Anatomy::UBERON:0000999,ejaculatory duct,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0000999
Anatomy::UBERON:0001000,vas deferens,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0001000
Anatomy::UBERON:0001003,skin epidermis,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0001003
Anatomy::UBERON:0001004,respiratory system,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0001004
Anatomy::UBERON:0001007,digestive system,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0001007
Anatomy::UBERON:0001008,renal system,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0001008
Anatomy::UBERON:0001011,hemolymph,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0001011
Anatomy::UBERON:0001013,adipose tissue,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0001013
Anatomy::UBERON:0001016,nervous system,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0001016
Anatomy::UBERON:0001017,central nervous system,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0001017
Anatomy::UBERON:0001021,nerve,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0001021
Anatomy::UBERON:0001031,sheath of Schwann,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0001031
Anatomy::UBERON:0001037,strand of hair,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0001037
Anatomy::UBERON:0001044,saliva-secreting gland,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0001044
Anatomy::UBERON:0001064,ventral pancreatic duct,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0001064
Anatomy::UBERON:0001067,vertebral arch joint,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0001067
Anatomy::UBERON:0001070,external carotid artery,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0001070
Anatomy::UBERON:0001072,posterior vena cava,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0001072
Anatomy::UBERON:0001088,urine,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0001088
Anatomy::UBERON:0001089,sweat,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0001089
Anatomy::UBERON:0001090,synovial fluid,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0001090
Anatomy::UBERON:0001093,vertebral bone 2,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0001093
Anatomy::UBERON:0001103,diaphragm,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0001103
Anatomy::UBERON:0001105,clavicle bone,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0001105
Anatomy::UBERON:0001111,intercostal muscle,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0001111
Anatomy::UBERON:0001130,vertebral column,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0001130
Anatomy::UBERON:0001132,parathyroid gland,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0001132
Anatomy::UBERON:0001135,smooth muscle tissue,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0001135
Anatomy::UBERON:0001140,renal vein,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0001140
Anatomy::UBERON:0001143,hepatic vein,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0001143
Anatomy::UBERON:0001148,median nerve,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0001148
Anatomy::UBERON:0001174,common bile duct,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0001174
Anatomy::UBERON:0001175,common hepatic duct,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0001175
Anatomy::UBERON:0001182,superior mesenteric artery,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0001182
Anatomy::UBERON:0001183,inferior mesenteric artery,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0001183
Anatomy::UBERON:0001184,renal artery,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0001184
Anatomy::UBERON:0001193,hepatic artery,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0001193
Anatomy::UBERON:0001194,splenic artery,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0001194
Anatomy::UBERON:0001224,renal pelvis,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0001224
Anatomy::UBERON:0001225,cortex of kidney,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0001225
Anatomy::UBERON:0001228,renal papilla,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0001228
Anatomy::UBERON:0001231,nephron tubule,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0001231
Anatomy::UBERON:0001232,collecting duct of renal tubule,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0001232
Anatomy::UBERON:0001235,adrenal cortex,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0001235
Anatomy::UBERON:0001236,adrenal medulla,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0001236
Anatomy::UBERON:0001237,paraaortic body,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0001237
Anatomy::UBERON:0001264,pancreas,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0001264
Anatomy::UBERON:0001267,femoral nerve,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0001267
Anatomy::UBERON:0001283,bile canaliculus,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0001283
Anatomy::UBERON:0001285,nephron,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0001285
Anatomy::UBERON:0001288,loop of Henle,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0001288
Anatomy::UBERON:0001295,endometrium,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0001295
Anatomy::UBERON:0001296,myometrium,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0001296
Anatomy::UBERON:0001300,scrotum,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0001300
Anatomy::UBERON:0001305,ovarian follicle,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0001305
Anatomy::UBERON:0001310,umbilical artery,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0001310
Anatomy::UBERON:0001322,sciatic nerve,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0001322
Anatomy::UBERON:0001323,tibial nerve,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0001323
Anatomy::UBERON:0001324,common fibular nerve,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0001324
Anatomy::UBERON:0001343,seminiferous tubule of testis,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0001343
Anatomy::UBERON:0001348,brown adipose tissue,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0001348
Anatomy::UBERON:0001352,external acoustic meatus,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0001352
Anatomy::UBERON:0001361,femoral vein,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0001361
Anatomy::UBERON:0001365,sacro-iliac joint,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0001365
Anatomy::UBERON:0001394,axillary artery,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0001394
Anatomy::UBERON:0001398,brachial artery,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0001398
Anatomy::UBERON:0001404,radial artery,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0001404
Anatomy::UBERON:0001406,ulnar artery,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0001406
Anatomy::UBERON:0001437,epiphysis,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0001437
Anatomy::UBERON:0001456,face,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0001456
Anatomy::UBERON:0001460,arm,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0001460
Anatomy::UBERON:0001461,elbow,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0001461
Anatomy::UBERON:0001463,manual digit 1,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0001463
Anatomy::UBERON:0001464,hip,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0001464
Anatomy::UBERON:0001465,knee,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0001465
Anatomy::UBERON:0001467,shoulder,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0001467
Anatomy::UBERON:0001469,sternoclavicular joint,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0001469
Anatomy::UBERON:0001470,glenohumeral joint,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0001470
Anatomy::UBERON:0001479,sesamoid bone,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0001479
Anatomy::UBERON:0001484,articular capsule,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0001484
Anatomy::UBERON:0001485,knee joint,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0001485
Anatomy::UBERON:0001486,hip joint,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0001486
Anatomy::UBERON:0001488,ankle joint,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0001488
Anatomy::UBERON:0001490,elbow joint,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0001490
Anatomy::UBERON:0001492,radial nerve,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0001492
Anatomy::UBERON:0001494,ulnar nerve,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0001494
Anatomy::UBERON:0001515,thoracic aorta,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0001515
Anatomy::UBERON:0001516,abdominal aorta,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0001516
Anatomy::UBERON:0001529,brachiocephalic artery,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0001529
Anatomy::UBERON:0001530,common carotid artery plus branches,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0001530
Anatomy::UBERON:0001532,internal carotid artery,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0001532
Anatomy::UBERON:0001533,subclavian artery,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0001533
Anatomy::UBERON:0001535,vertebral artery,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0001535
Anatomy::UBERON:0001544,popliteal vein,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0001544
Anatomy::UBERON:0001567,cheek,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0001567
Anatomy::UBERON:0001577,facial muscle,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0001577
Anatomy::UBERON:0001579,olfactory nerve,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0001579
Anatomy::UBERON:0001585,anterior vena cava,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0001585
Anatomy::UBERON:0001587,subclavian vein,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0001587
Anatomy::UBERON:0001594,azygos vein,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0001594
Anatomy::UBERON:0001597,masseter muscle,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0001597
Anatomy::UBERON:0001598,temporalis muscle,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0001598
Anatomy::UBERON:0001599,stapedius muscle,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0001599
Anatomy::UBERON:0001600,tensor tympani,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0001600
Anatomy::UBERON:0001616,maxillary artery,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0001616
Anatomy::UBERON:0001619,ophthalmic artery,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0001619
Anatomy::UBERON:0001620,central retinal artery,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0001620
Anatomy::UBERON:0001624,anterior cerebral artery,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0001624
Anatomy::UBERON:0001627,middle cerebral artery,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0001627
Anatomy::UBERON:0001633,basilar artery,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0001633
Anatomy::UBERON:0001636,posterior cerebral artery,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0001636
Anatomy::UBERON:0001637,artery,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0001637
Anatomy::UBERON:0001638,vein,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0001638
Anatomy::UBERON:0001640,celiac artery,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0001640
Anatomy::UBERON:0001643,oculomotor nerve,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0001643
Anatomy::UBERON:0001644,trochlear nerve,UBERON,https://www.ebi.ac.uk/ols/ontologies/uberon/terms?iri=http://purl.obolibrary.org/obo/UBERON_0001644
